6.9251,23.861,26.056,26.623,27.729,28.484,27.923,27.969,26.857,26.086,26.247,25.025,24.231,25.195,24.856,25.92,25.391,23.628,21.624,21.508,20.6,21.419,21.479,23.717,23.311,22.332,21.909,22.292,21.624,21.479,18.205,16.727,18.698,17.696,16.668,16.871,16.871,17.529,17.529,17.329,18.623,18.035,18.142,19.402,18.679,19.004,18.468,17.173,16.756,16.984,17.529,17.969,16.638,17.903,16.36,16.097,15.706,14.892,14.109,14.518,11.152,21.69,22.292,21.152,20.143,18.679,16.668,18.468,18.679,19.174,20.695,19.98,19.257,20.695,20.539,21.152,21.953,22.267,22.185,23.622,23.457,23.259,20.695,22.42,21.557,22.117,22.704,23.174,21.547,21.479,18.566,0.92354,0.77735,0.62503,0.44513,0.19765,0.082907,0.11097,0.17886,0.14852,0.14623,0.23968,0.36646,0.53709,0.7437,0.70438,0.56648,0.59847,0.72325,0.86653,1.0115,1.3529,1.5539,1.46,1.4845,1.3912,1.4022,1.4483,1.2233,1.0192,0.92354,2.5351,2.3363,2.1336,2.1192,2.1252,2.3129,2.4824,2.6701,2.7078,2.6862,2.8645,2.983,2.9452,3.1646,3.1517,3.1119,3.2366,3.3603,3.4366,3.3517,3.3839,3.4172,3.3209,3.3353,3.278,3.2683,3.2863,3.0557,2.6848,2.5351,2.6214,2.0566,1.4919,1.0969,0.76022,0.86223,1.0696,1.1315,1.141,1.1091,1.1622,1.2894,1.4804,1.7202,1.8283,1.9008,2.05,2.1128,2.1648,2.1016,2.1945,2.3728,2.5165,2.7309,2.8547,2.8613,2.8505,2.7772,2.6118,2.6214
6.9451,23.64,26.392,26.309,27.371,28.34,28.243,27.702,26.598,26.557,26.356,25.144,24.584,25.312,25.144,25.744,25.511,23.908,22.027,21.569,20.766,20.854,21.399,23.776,22.928,22.364,22.222,21.697,21.688,20.766,18.31,16.51,19.099,17.744,16.569,16.48,17.247,16.569,16.569,18.13,18.251,18.54,18.846,19.099,19.164,18.758,18.31,17.984,16.48,17.171,16.908,17.419,17.171,17.538,17.171,15.73,15.73,15.037,15.397,13.897,12.109,21.399,22.908,21.261,19.836,19.099,17.443,17.443,18.31,19.877,20.548,19.918,19.709,20.941,20.548,21.697,21.856,22.684,22.531,23.657,23.946,23.172,20.984,22.174,21.55,21.856,22.853,22.887,22.043,20.994,18.705,1.1199,0.98475,0.80083,0.63382,0.42234,0.31289,0.30858,0.33951,0.36536,0.37351,0.46597,0.55725,0.71782,0.87408,0.87327,0.77369,0.80278,0.93944,1.0747,1.1933,1.4814,1.7076,1.6581,1.6523,1.5538,1.5582,1.6361,1.4055,1.2463,1.1199,2.7355,2.5256,2.3432,2.3335,2.2776,2.4004,2.5803,2.7726,2.8518,2.8285,2.9632,3.1016,3.0707,3.1768,3.1771,3.2488,3.3093,3.3737,3.4061,3.3535,3.4039,3.4932,3.3103,3.4406,3.1569,3.1679,3.2535,2.9244,2.7285,2.7355,2.8734,2.2838,1.7328,1.2956,0.98001,1.0243,1.2698,1.4051,1.3784,1.3396,1.4566,1.5457,1.7373,1.9008,2.079,2.1582,2.2985,2.4018,2.4487,2.4325,2.4345,2.6853,2.8064,3.0507,3.1371,3.1774,3.1185,2.9733,2.9442,2.8734
6.9651,9.4914,10.46,14.181,15.054,14.55,15.296,16.403,17.862,17.583,15.321,18.095,20.237,19.701,20.537,19.337,18.942,18.184,15.536,12.838,10.056,8.6413,11.563,11.088,13.066,14.173,14.573,15.882,14.842,14.246,14.181,-13.061,3.4708,8.6705,8.8977,10.48,12.838,13.304,13.796,13.576,12.838,12.621,11.592,10.383,9.8612,6.9819,0.91806,-0.50861,0.91806,3.0665,4.5729,4.792,2.9593,-0.75685,4.5729,5.0678,6.2329,3.4708,-6.0716,1.5626,-4.0304,16.711,18.771,21.023,21.563,20.968,21.341,19.949,18.609,16.403,11.894,13.867,13.641,13.972,16.6,15.904,15.219,16.187,16.349,17.08,13.641,11.949,11.548,7.9078,11.782,12.562,12.894,12.526,9.0338,6.9819,2.9593,9.4211,8.8923,8.5867,8.3362,8.0875,7.9491,8.0581,8.0346,8.0032,8.1889,8.3744,8.3578,8.4453,8.4326,8.672,8.705,8.6208,8.6315,8.9036,9.3826,9.6937,10.166,10.166,10.267,10.271,10.123,9.8569,9.5644,9.3131,9.4211,8.1831,9.1613,8.6015,8.6553,8.7371,8.6534,8.7436,8.598,8.6736,8.6335,8.773,8.7722,8.8125,8.5893,9.0042,8.0476,7.7768,6.8625,7.1245,6.5594,6.6028,6.7444,7.1822,7.0469,6.9147,7.1288,6.9611,7.4757,8.0734,8.1831,6.6429,6.3516,6.0253,5.7746,5.5141,5.3736,5.2718,5.2509,5.2,5.6153,5.8383,6.2237,6.6219,6.6466,6.8331,6.8464,6.9404,7.0205,6.9317,6.8601,6.9662,7.213,7.6096,7.9813,7.8869,7.7006,7.3194,6.9043,6.6415,6.6429
6.9851,9.3261,11.243,14.213,15.894,14.61,16.031,16.44,17.252,17.379,15.894,18.128,20.18,20.362,20.018,18.31,17.579,18.281,15.579,13.545,11.178,11.112,11.901,10.837,13.137,14.341,14.013,15.549,14.114,14.58,14.404,-0.044025,2.9663,6.9457,10.063,10.766,12.065,12.966,12.26,12.812,12.709,12.901,12.977,11.659,10.063,7.1987,4.1884,1.5697,1.5697,2.6277,5.638,1.0954,2.6277,1.5697,5.5789,2.6277,4.1057,2.9663,-1.9149,0.92508,-6.0646,17.17,18.73,20.925,21.868,20.894,21.423,20.39,18.675,15.911,12.569,13.848,14.106,15.76,16.41,14.932,14.763,15.987,16.376,16.682,14.497,11.688,10.638,6.8134,10.33,11.555,12.934,13.583,9.4984,8.6483,8.0851,10.733,10.602,10.277,10.078,9.7211,9.5758,9.6944,9.5832,9.5941,9.784,9.9865,9.9779,9.9764,10.003,10.306,10.167,10.201,10.206,10.391,10.695,11.177,11.409,11.804,11.821,11.819,11.578,11.288,11.082,10.608,10.733,10.984,10.871,10.578,10.755,10.734,10.684,10.768,10.732,10.799,11.007,11.03,10.938,11.04,10.972,10.926,10.813,10.017,9.9278,9.2446,9.1314,9.3807,9.6903,10.147,9.9878,10.136,9.9906,9.753,9.7641,10.776,10.984,8.3064,8.0617,7.7412,7.5067,7.2035,7.0248,6.9493,6.87,6.927,7.2814,7.5951,7.7863,8.1669,8.2807,8.5481,8.5352,8.694,8.6932,8.6876,8.5558,8.6847,8.8432,9.1529,9.6078,9.5514,9.2862,9.0363,8.6187,8.2073,8.3064
7.0051,8.7246,10.322,13.561,14.864,15.164,16.283,17.264,18.476,17.629,15.558,18.607,20.286,19.827,20.551,18.911,18.326,18.521,15.651,13.162,10.262,9.5494,11.472,11.223,12.941,12.898,15.007,15.759,15.007,15.053,14.313,-1.9829,1.5016,6.8776,9.5494,10.141,11.11,12.744,14.145,13.486,12.102,12.866,12.192,10.419,8.8366,6.8776,3.0055,-1.0812,3.4098,-0.11206,2.1924,0.85704,-0.81787,5.0068,5.9085,-0.11206,5.57,1.5016,-0.81787,-0.81787,-0.11206,16.372,18.702,20.645,21.62,21.175,21.332,19.827,18.789,16.812,11.847,14.038,13.762,14.482,15.669,16.021,15.007,16.463,16.444,16.934,13.867,11.487,10.419,8.9188,11.591,11.027,12.465,12.81,9.8879,6.1718,5.0068,9.8562,9.3899,9.03,8.7147,8.6433,8.4511,8.5082,8.5632,8.5155,8.7223,8.8997,8.8342,8.9615,9.0113,9.3029,9.0903,9.2245,9.1968,9.3804,9.7431,10.22,10.675,10.746,11.013,10.797,10.568,10.464,10.22,9.8174,9.8562,10.952,9.8054,9.4135,9.7471,9.472,9.5536,9.701,9.7677,9.7899,9.9343,10.095,10.171,10.161,10.227,10.431,9.7453,9.4814,9.0063,8.7111,8.7764,8.8681,9.2552,9.6131,9.6572,10.289,9.5072,9.8995,10.396,10.538,10.952,6.984,6.7071,6.3721,6.1875,5.8863,5.6758,5.6518,5.6034,5.6299,5.8203,6.2397,6.5033,6.8519,6.9579,7.2199,7.0449,7.1377,7.2081,7.1089,6.9648,7.2242,7.5968,7.7809,7.9216,7.9294,7.7969,7.5033,7.0153,6.7342,6.984
7.0251,8.0719,10.05,14.264,15.365,14.786,16.723,17.103,17.655,16.8,16.608,18.325,19.997,20.684,20.454,18.531,19.348,17.929,16.007,13.834,11.082,10.196,10.824,11.165,12.157,12.832,14.891,16.705,14.175,14.092,12.614,-0.057264,1.5564,6.0706,8.0719,10.912,11.675,12.953,14.24,14.43,12.051,12.92,12.222,11.082,9.3129,4.5667,3.0603,5.6248,0.91184,2.2472,3.0603,3.9221,-3.5251,-0.76308,6.4263,3.8344,5.0616,5.0616,-0.76308,-0.76308,3.9221,17.366,18.483,20.625,21.659,20.744,21.189,20.376,18.268,16.076,12.247,13.465,13.965,14.453,16.186,15.654,15.289,16.076,15.39,17.275,14.611,12.222,9.3129,8.5461,11.082,9.9427,12.495,12.447,10.05,8.0719,5.9633,10.05,9.5513,9.2578,9.0054,8.8591,8.6733,8.6781,8.6347,8.6625,8.8584,9.1562,9.0536,9.0828,9.0481,9.3745,9.3341,9.2892,9.4012,9.659,9.8346,10.302,10.739,10.996,11.041,10.965,10.832,10.546,10.264,9.933,10.05,11.106,9.4376,9.5756,9.6543,9.6954,9.8281,9.7045,9.8198,9.8367,9.9656,10.313,10.245,10.213,10.171,10.547,10.685,9.6891,9.0545,8.2159,8.7107,8.5856,9.0728,9.4569,9.3188,9.3893,9.4993,9.5959,9.4609,10.58,11.106,7.1773,6.9968,6.6804,6.4425,6.1989,6.0697,5.9274,5.7547,5.925,6.1889,6.5741,6.8141,7.1012,7.2094,7.4899,7.2866,7.5007,7.6423,7.5733,7.4739,7.6582,7.8823,8.2749,8.5294,8.3304,8.3288,7.9105,7.5715,7.1614,7.1773
7.0451,8.722,10.974,12.95,15.314,14.494,15.949,16.144,17.402,17.437,15.868,18.364,20.507,20.149,20.181,18.097,19.352,17.638,15.567,14.598,10.567,10.854,13.512,12.462,12.266,13.159,14.628,15.868,14.207,15.044,14.728,-0.5722,2.8957,7.8442,8.5186,8.0145,11.927,12.592,13.908,13.706,11.484,12.896,13.942,12.266,11.108,9.1539,8.5186,1.9266,-0.82043,4.1178,1.4991,2.5571,1.4991,2.1899,5.0042,4.5094,4.1178,2.1899,-1.9855,-1.9855,5.2002,16.72,18.519,20.861,21.752,21.028,21.011,19.941,18.425,16.408,12.498,13.474,13.329,14.334,16.551,16.648,14.916,16.555,16.305,16.918,14.231,11.981,9.9926,9.7307,9.8854,10.473,12.266,11.994,9.0235,9.5468,6.7428,11.912,11.26,10.953,10.712,10.688,10.443,10.364,10.395,10.408,10.648,10.831,10.88,10.867,10.85,11.201,11.141,11.208,11.177,11.451,11.825,12.154,12.41,12.61,12.767,12.811,12.692,12.362,12.08,11.698,11.912,12.093,11.708,11.362,11.478,11.323,11.316,11.303,11.29,11.331,11.529,11.609,11.627,11.494,11.464,12.002,11.58,11.091,10.783,9.902,9.7128,9.8899,10.397,10.96,10.777,10.971,10.806,10.71,11.385,12.108,12.093,8.7783,8.6482,8.3396,8.0459,7.8969,7.685,7.4312,7.3532,7.4391,7.6491,7.9098,8.2095,8.5707,8.5937,8.9719,8.7085,8.9953,9.0375,8.9659,8.9108,8.9242,9.0457,9.5038,9.8004,9.7014,9.4899,9.0502,8.7635,8.3442,8.7783
7.0651,8.8484,11.793,14.612,15.629,14.853,16.748,16.927,17.639,17.461,16.144,18.673,20.165,20.16,20.316,19.037,18.096,18.364,15.881,13.879,10.957,10.507,11.966,12.447,13.691,13.797,14.836,16.116,13.859,14.441,13.472,-1.1516,5.1322,8.5098,9.7297,10.184,11.229,11.869,13.202,13.691,11.52,11.793,12.437,11.353,9.7297,4.9762,5.1322,3.0808,1.4011,2.8278,5.1322,5.3805,3.8999,2.8278,-1.6092,1.5201,5.1322,0.46203,-4.6195,-4.6195,-0.012214,17.957,18.707,20.998,21.852,21.229,21.353,20.731,18.945,16.091,12.695,14.56,14.976,14.981,16.637,16.272,13.706,16.501,16.426,16.723,14.714,11.508,10.681,8.1169,11.425,12.871,13.226,13.006,10.325,7.5699,5.332,10.438,10.097,9.8579,9.5626,9.3854,9.2214,9.1292,9.0695,9.1963,9.3872,9.6268,9.716,9.6725,9.6122,9.904,9.9523,9.9431,10.061,10.157,10.566,10.768,11.19,11.547,11.66,11.661,11.511,11.212,10.896,10.41,10.438,9.9668,10.327,10.084,10.211,10.107,10.019,9.9417,9.8415,10.004,10.079,9.9841,10.063,9.9214,9.9779,10.23,10.016,9.4801,8.7926,7.9687,8.2132,7.7878,8.071,8.5341,8.4956,8.4804,8.7016,8.335,8.5595,9.1645,9.9668,7.7118,7.4725,7.1929,6.9679,6.7659,6.5417,6.3911,6.3336,6.3999,6.7535,7.0545,7.2627,7.6781,7.6913,7.9741,7.8533,8.0362,8.1106,8.0365,7.9734,8.0989,8.33,8.8059,8.852,8.8348,8.6696,8.3115,8.0399,7.6198,7.7118
7.0851,6.934,10.546,13.748,15.197,15.727,16.221,16.75,17.613,17.52,15.323,18.513,20.109,19.503,19.998,19.448,19.102,18.392,15.464,13.748,9.5625,8.6226,11.515,12.206,13.528,13.721,15.379,15.323,14.051,14.68,15.06,-10.099,2.4538,6.3847,8.5045,10.413,12.05,12.573,13.721,13.49,11.846,13.019,13.556,10.275,10.489,7.5354,7.5354,3.0186,4.7441,2.4538,-0.098925,-1.068,3.8805,4.7441,5.2159,6.0289,4.5251,4.1335,-10.099,-0.5565,4.1335,15.905,19.238,20.927,21.901,20.886,21.035,19.444,18.631,16.076,12.01,14.349,13.819,14.388,16.723,16.604,15.524,15.273,16.185,16.608,13.712,11.5,10.546,8.5343,11.485,11.734,11.942,11.942,10.275,8.5045,9.5625,10.773,10.377,9.9529,9.7793,9.5485,9.3726,9.3941,9.4245,9.4583,9.4771,9.7959,9.7565,9.8447,9.841,10.074,10.122,10.095,10.157,10.409,10.735,11.092,11.504,11.69,11.657,11.765,11.565,11.439,11.018,10.573,10.773,10.883,10.765,10.42,10.446,10.269,10.404,10.474,10.582,10.536,10.647,10.842,10.776,10.747,10.788,11.207,11.065,10.456,9.5727,9.5454,9.1058,9.3096,9.8352,9.9498,9.9862,10.298,9.9102,9.8945,10.055,10.722,10.883,8.0269,7.805,7.4676,7.2806,7.0317,6.8216,6.8375,6.7573,6.7434,7.033,7.509,7.7217,8.1017,8.1099,8.4677,8.5076,8.45,8.5601,8.5166,8.5612,8.6613,8.7794,9.2807,9.4449,9.4135,9.2418,9.1212,8.6866,8.2159,8.0269
7.1051,8.8256,10.629,13.731,15.02,15.066,16.928,17.442,17.642,17.813,15.485,18.276,20.197,20.331,20.396,19.446,18.077,18.758,16.025,13.625,11.454,10.396,11.76,11.793,13.436,14.229,15.617,15.951,14.154,14.546,14.563,-3.0884,1.7927,7.4157,8.6277,10.441,12.256,12.046,14.078,13.625,12.409,11.793,13.015,11.048,8.1526,6.1464,7.3858,0.3961,-0.24848,1.0869,4.3454,2.7618,4.0972,5.9425,4.803,5.266,3.9013,-1.2176,-4.2279,-11.218,-1.9234,17.463,19.547,21.068,22.03,20.815,21.174,20.25,18.534,15.845,12.324,14.721,13.104,14.563,17.139,15.98,16.05,15.996,16.454,16.454,14.846,12.295,11.335,7.1393,9.4643,11.66,12.805,13.901,9.646,8.0766,7.3858,9.8212,9.2031,8.7806,8.5788,8.3227,8.3071,8.3349,8.341,8.3596,8.5215,8.8371,8.8623,8.8812,8.8047,9.0958,9.2289,9.0953,9.2174,9.4564,9.848,10.241,10.601,10.872,10.979,10.971,10.777,10.523,10.153,9.8729,9.8212,9.3783,9.3012,9.1368,9.1047,9.0435,9.1961,9.2649,9.3034,9.3715,9.4235,9.523,9.5069,9.6326,9.8568,9.9967,9.2182,8.6951,8.255,8.4522,7.7103,7.6508,8.3379,8.8743,8.7972,8.8327,8.7337,8.9784,8.777,9.8247,9.3783,6.7378,6.4622,6.2098,5.971,5.7792,5.5769,5.5008,5.344,5.4622,5.7642,6.0882,6.36,6.6839,6.8128,7.0659,6.9573,7.1083,7.2217,7.1243,7.1399,7.0266,7.4468,7.909,8.1927,8.0122,7.8581,7.5325,7.2889,6.9525,6.7378
